date,avg_price,ma_temp,ma_min_temp,ma_max_temp,ma_field,cons_price,agr_price,ma_rain
2015/08/13,2020,18.72039474,13.74210526,24.39407895,,,,4.859868421
2015/08/14,2020,18.84078947,13.88552632,24.49736842,,,,4.890789474
2015/08/15,2020,18.94868421,14.01710526,24.57960526,,,,4.900657895
2015/08/16,2020,19.04144737,14.13486842,24.65526316,,,,4.910526316
2015/08/17,2020,19.14736842,14.22105263,24.78092105,,,,4.694078947
2015/08/18,1980,19.24210526,14.31381579,24.86907895,,,,4.695394737
2015/08/19,1890,19.33223684,14.40460526,24.94868421,,,,4.703947368
2015/08/20,1890,19.42302632,14.50855263,25.02828947,,,,4.713815789
2015/08/21,1930,19.52894737,14.62236842,25.12631579,,,,4.723684211
2015/08/22,1930,19.66184211,14.75986842,25.25855263,,,,4.733552632
2015/08/23,1930,19.79868421,14.90723684,25.3875,,,,4.743421053
2015/08/24,1950,19.92960526,15.05921053,25.50197368,,,,4.753289474
2015/08/25,1990,20.04605263,15.20197368,25.59868421,,,,4.763157895
2015/08/26,2190,20.15328947,15.33092105,25.6875,,,,4.770394737
2015/08/27,2010,20.25065789,15.45657895,25.77039474,,,,4.780263158
2015/08/28,1990,20.34210526,15.55526316,25.85197368,,,,4.789473684
2015/08/29,1990,20.42565789,15.66184211,25.92105263,,,,4.799342105
2015/08/30,1990,20.49276316,15.72631579,26.00921053,,,,4.8
2015/08/31,1990,20.57171053,15.79342105,26.09407895,,,,4.8125
2015/09/01,1990,20.63815789,15.875,26.14868421,,,,4.8125
2015/09/02,1930,20.70263158,15.94605263,26.20592105,,,,4.811842105
2015/09/03,1930,20.78026316,16.02302632,26.28552632,,,,4.695394737
2015/09/04,1890,20.86644737,16.09144737,26.39671053,,,,4.699342105
2015/09/05,1890,20.94078947,16.16842105,26.47894737,,,,4.727631579
2015/09/06,1890,21.02828947,16.25197368,26.57039474,,,,4.778947368
2015/09/07,1930,21.1125,16.32828947,26.66184211,,,,4.777631579
2015/09/08,1930,21.18421053,16.39934211,26.73289474,,,,4.777631579
2015/09/09,1930,21.24802632,16.46644737,26.79078947,,,,4.799342105
2015/09/10,1930,21.30789474,16.53618421,26.84210526,,,,4.817763158
2015/09/11,1850,21.36842105,16.60328947,26.89934211,,,,4.807236842
2015/09/12,1850,21.42434211,16.65131579,26.95855263,,,,4.792763158
2015/09/13,1850,21.49013158,16.70131579,27.04013158,,,,4.730263158
2015/09/14,1950,21.5375,16.74868421,27.09078947,,,,4.722368421
2015/09/15,1850,21.58552632,16.79605263,27.125,,,,4.704605263
2015/09/16,1810,21.63421053,16.85855263,27.15855263,,,,4.772368421
2015/09/17,1870,21.67171053,16.92697368,27.175,,,,4.805921053
2015/09/18,1870,21.70921053,16.94934211,27.23289474,,,,4.699342105
2015/09/19,1870,21.76513158,16.99473684,27.31118421,,,,4.631578947
2015/09/20,1870,21.81315789,17.05394737,27.34868421,,,,4.628947368
2015/09/21,1870,21.85723684,17.10723684,27.39276316,,,,4.635526316
2015/09/22,1870,21.89802632,17.16447368,27.43092105,,,,4.635526316
2015/09/23,1870,21.92105263,17.21052632,27.42828947,,,,4.761184211
2015/09/24,1930,21.95263158,17.27565789,27.43618421,,,,4.779605263
2015/09/25,1940,21.97039474,17.32960526,27.43223684,,,,4.781578947
2015/09/26,1940,21.98157895,17.36052632,27.43355263,,,,4.781578947
2015/09/27,1940,21.99736842,17.38026316,27.45921053,,,,4.690131579
2015/09/28,1940,22.02763158,17.37565789,27.52565789,,,,4.529605263
2015/09/29,1940,22.04605263,17.38684211,27.54539474,,,,4.520394737
2015/09/30,1890,22.04539474,17.41118421,27.52302632,,,,4.601973684
2015/10/01,2100,22.03684211,17.41973684,27.50263158,,,,4.821710526
2015/10/02,2000,22.02565789,17.37697368,27.51381579,,,,4.738157895
2015/10/03,2000,22.03684211,17.38486842,27.53289474,,,,4.734210526
2015/10/04,2000,22.05328947,17.41973684,27.54539474,,,,4.734210526
2015/10/05,2040,22.06644737,17.44342105,27.5625,,,,4.731578947
2015/10/06,1990,22.07105263,17.45394737,27.57171053,,,,4.728289474
2015/10/07,1990,22.07368421,17.46644737,27.58223684,,,,4.728289474
2015/10/08,1760,22.07434211,17.46447368,27.58486842,,,,4.728289474
2015/10/09,1760,22.07039474,17.45986842,27.57171053,,,,4.733552632
2015/10/10,1760,22.05197368,17.43223684,27.56578947,,,,4.560526316
2015/10/11,1760,22.03289474,17.41052632,27.54868421,,,,4.514473684
2015/10/12,1870,21.99342105,17.38881579,27.50263158,,,,4.521052632
2015/10/13,1830,21.95394737,17.35,27.47105263,,,,4.520394737
2015/10/14,1830,21.92894737,17.31118421,27.46644737,,,,4.503947368
2015/10/15,1750,21.91447368,17.3,27.45921053,,,,4.501973684
2015/10/16,1640,21.90131579,17.30526316,27.44276316,,,,4.501973684
2015/10/17,1640,21.90197368,17.29013158,27.47434211,,,,4.433552632
2015/10/18,1640,21.89276316,17.27302632,27.48092105,,,,4.432894737
2015/10/19,1620,21.89144737,17.26842105,27.48881579,,,,4.442105263
2015/10/20,1710,21.88092105,17.27828947,27.47565789,,,,4.442105263
2015/10/21,1710,21.85723684,17.26513158,27.45328947,,,,4.453947368
2015/10/22,1650,21.83421053,17.25328947,27.41842105,,,,4.475657895
2015/10/23,1540,21.80986842,17.25394737,27.37894737,,,,4.475657895
2015/10/24,1540,21.78486842,17.24868421,27.34013158,,,,4.490131579
2015/10/25,1540,21.73947368,17.22697368,27.27631579,,,,4.490131579
2015/10/26,1580,21.69407895,17.20263158,27.21118421,,,,4.505263158
2015/10/27,1580,21.64144737,17.16644737,27.1375,,,,4.593421053
2015/10/28,1630,21.56973684,17.11052632,27.05723684,,,,4.593421053
2015/10/29,1670,21.51644737,17.04473684,27.01644737,,,,4.575
2015/10/30,1670,21.43815789,16.97631579,26.92171053,,,,4.575657895
2015/10/31,1670,21.34013158,16.89144737,26.82171053,,,,4.575657895
2015/11/01,1670,21.24605263,16.78947368,26.72171053,,,,4.546710526
2015/11/02,1670,21.17105263,16.71447368,26.64802632,,,,4.547368421
2015/11/03,1670,21.10131579,16.66315789,26.58223684,,,,4.547368421
2015/11/04,1690,21.06447368,16.60328947,26.57828947,,,,4.522368421
2015/11/05,1690,21.02631579,16.57171053,26.54407895,,,,4.523026316
2015/11/06,1690,20.98026316,16.52960526,26.49078947,,,,4.544078947
2015/11/07,1690,20.93815789,16.50592105,26.42894737,,,,4.720394737
2015/11/08,1690,20.88881579,16.48289474,26.34934211,,,,4.808552632
2015/11/09,1690,20.81973684,16.44671053,26.24934211,,,,4.832236842
2015/11/10,1690,20.75131579,16.38026316,26.18157895,,,,4.826973684
2015/11/11,1690,20.67565789,16.30592105,26.10197368,,,,4.872368421
2015/11/12,1690,20.61907895,16.25197368,26.03684211,,,,4.861842105
2015/11/13,1690,20.55789474,16.21052632,25.95197368,,,,4.975657895
2015/11/14,1690,20.50065789,16.16578947,25.87631579,,,,5.005263158
2015/11/15,1690,20.44276316,16.10460526,25.81184211,,,,4.993421053
2015/11/16,1810,20.38881579,16.04605263,25.75197368,,,,5.022368421
2015/11/17,1810,20.33684211,16.00921053,25.68355263,,,,5.017763158
2015/11/18,1690,20.26907895,15.95197368,25.59671053,,,,5.053947368
2015/11/19,1690,20.21118421,15.89736842,25.53157895,,,,4.979605263
2015/11/20,1980,20.14671053,15.83815789,25.46381579,,,,4.978289474
2015/11/21,1980,20.06644737,15.76644737,25.37434211,,,,4.951315789
2015/11/22,1980,19.99144737,15.69802632,25.28947368,,,,4.998684211
2015/11/23,1880,19.91776316,15.63486842,25.19868421,,,,4.942763158
2015/11/24,1980,19.83289474,15.55328947,25.10526316,,,,4.868421053
2015/11/25,2060,19.73355263,15.45526316,24.99934211,,,,4.725
2015/11/26,2060,19.60131579,15.32828947,24.86315789,,,,4.735526316
2015/11/27,2210,19.46578947,15.19934211,24.71381579,,,,4.742105263
2015/11/28,2210,19.33486842,15.08026316,24.57302632,,,,4.734868421
2015/11/29,2210,19.23157895,14.96710526,24.47434211,,,,4.642763158
2015/11/30,2250,19.12763158,14.85921053,24.37039474,,,,4.638815789
2015/12/01,2150,19.01447368,14.74473684,24.26842105,,,,4.634210526
2015/12/02,2110,18.91907895,14.65131579,24.16381579,,,,4.660526316
2015/12/03,2250,18.80263158,14.54671053,24.03421053,,,,4.680263158
2015/12/04,2250,18.68026316,14.43421053,23.89539474,,,,4.664473684
2015/12/05,2250,18.57236842,14.33092105,23.77565789,,,,4.653947368
2015/12/06,2250,18.46381579,14.21315789,23.68026316,,,,4.529605263
2015/12/07,2100,18.35,14.07828947,23.59144737,,,,4.368421053
2015/12/08,2100,18.23223684,13.94868421,23.49078947,,,,4.248026316
2015/12/09,2100,18.11118421,13.81578947,23.38092105,,,,4.246052632
2015/12/10,1930,18.00131579,13.71710526,23.25,,,,4.281578947
2015/12/11,1930,17.89276316,13.59605263,23.15065789,,,,4.015131579
2015/12/12,1930,17.775,13.46381579,23.04802632,,,,3.988157895
2015/12/13,1930,17.65394737,13.34605263,22.93092105,,,,3.982894737
2015/12/14,1930,17.53881579,13.23947368,22.78881579,,,,3.948026316
2015/12/15,1930,17.43815789,13.14276316,22.67894737,,,,3.945394737
2015/12/16,1930,17.30921053,13.01513158,22.54736842,,,,3.959868421
2015/12/17,2080,17.14736842,12.85460526,22.37894737,,,,3.975
2015/12/18,1980,16.98815789,12.68552632,22.22236842,,,,3.965131579
2015/12/19,1980,16.83947368,12.52302632,22.09802632,,,,3.943421053
2015/12/20,1980,16.69407895,12.36381579,21.95328947,,,,3.933552632
2015/12/21,1990,16.55592105,12.21907895,21.81907895,,,,3.918421053
2015/12/22,1990,16.41644737,12.05921053,21.69407895,,,,3.822368421
2015/12/23,1990,16.29342105,11.92763158,21.57565789,,,,3.711842105
2015/12/24,1980,16.15065789,11.77960526,21.44078947,,,,3.571710526
2015/12/25,1980,15.98486842,11.61710526,21.26842105,,,,3.478289474
2015/12/26,1980,15.8375,11.45197368,21.13289474,,,,3.463815789
2015/12/27,1980,15.65592105,11.26776316,20.95197368,,,,3.460526316
2015/12/28,1980,15.46381579,11.07105263,20.7625,,,,3.398026316
2015/12/29,2030,15.26973684,10.86842105,20.57631579,,,,3.398026316
2015/12/30,2030,15.09144737,10.67631579,20.40723684,,,,3.392763158
2015/12/31,2030,14.92697368,10.51184211,20.23618421,,,,3.332894737
2016/01/01,2030,14.76315789,10.33486842,20.08026316,,,,3.277631579
2016/01/02,2030,14.61578947,10.18157895,19.94078947,,,,3.273684211
2016/01/03,2030,14.47302632,10.03684211,19.81052632,,,,3.242763158
2016/01/04,2050,14.32631579,9.886184211,19.65921053,,,,3.229605263
2016/01/05,2030,14.14736842,9.721052632,19.46578947,,,,3.240131579
2016/01/06,2030,13.96776316,9.544078947,19.27565789,,,,3.178289474
2016/01/07,2030,13.79407895,9.375,19.08421053,,,,3.102631579
2016/01/08,2030,13.61644737,9.201973684,18.89802632,,,,3.104605263
2016/01/09,2030,13.44868421,9.028947368,18.72763158,,,,3.104605263
2016/01/10,2030,13.29736842,8.874342105,18.58157895,,,,3.002631579
2016/01/11,1970,13.13947368,8.714473684,18.42960526,,,,2.992763158
2016/01/12,1970,12.96578947,8.533552632,18.25460526,,,,2.934868421
2016/01/13,1970,12.79539474,8.366447368,18.06973684,,,,2.909210526
2016/01/14,1970,12.62039474,8.194736842,17.88552632,,,,2.901973684
2016/01/15,1930,12.45065789,8.023684211,17.71973684,,,,2.894736842
2016/01/16,1930,12.2875,7.859868421,17.56118421,,,,2.888815789
2016/01/17,1930,12.13355263,7.713815789,17.39276316,,,,2.9125
2016/01/18,1970,11.95328947,7.530263158,17.20723684,,,,2.909868421
2016/01/19,2100,11.73815789,7.331578947,16.97302632,,,,2.913815789
2016/01/20,2270,11.52697368,7.124342105,16.75328947,,,,2.905921053
2016/01/21,2210,11.32894737,6.933552632,16.54736842,,,,2.914473684
2016/01/22,2230,11.13421053,6.736184211,16.34605263,,,,2.949342105
2016/01/23,2230,10.92105263,6.525657895,16.11776316,,,,2.963815789
2016/01/24,2230,10.68355263,6.298026316,15.86447368,,,,2.980921053
2016/01/25,2670,10.47302632,6.080263158,15.65131579,,,,2.978947368
2016/01/26,3020,10.29407895,5.898026316,15.46710526,,,,2.969736842
2016/01/27,2970,10.12697368,5.730263158,15.30131579,,,,2.959868421
2016/01/28,3120,9.961184211,5.563815789,15.11973684,,,,3.028289474
2016/01/29,3360,9.826973684,5.448026316,14.95986842,,,,3.069078947
2016/01/30,3360,9.6875,5.315131579,14.81315789,,,,3.053947368
2016/01/31,3360,9.530921053,5.159210526,14.65197368,,,,3.086184211
2016/02/01,3400,9.364473684,4.990131579,14.48355263,,,,3.053947368
2016/02/02,3400,9.193421053,4.809210526,14.31776316,,,,3.047368421
2016/02/03,3500,9.030263158,4.633552632,14.16052632,,,,3.043421053
2016/02/04,3500,8.892105263,4.476315789,14.03223684,,,,2.969078947
2016/02/05,3500,8.755921053,4.327631579,13.90789474,,,,2.905921053
2016/02/06,3500,8.6125,4.1875,13.75789474,,,,2.915789474
2016/02/07,3500,8.471052632,4.042105263,13.62039474,,,,2.916447368
2016/02/08,3500,8.350657895,3.914473684,13.49407895,,,,2.901315789
2016/02/09,3500,8.234210526,3.808552632,13.36578947,,,,2.884868421
2016/02/10,3500,8.1125,3.675,13.26184211,,,,2.875657895
2016/02/11,3340,8.035526316,3.568421053,13.20921053,,,,2.85
2016/02/12,3140,7.980263158,3.528289474,13.12697368,,,,3.009868421
2016/02/13,3140,7.933552632,3.492105263,13.06118421,,,,3.094736842
2016/02/14,3140,7.816447368,3.385526316,12.95789474,,,,3.101315789
2016/02/15,3180,7.673684211,3.261184211,12.80197368,,,,3.0375
2016/02/16,3080,7.547368421,3.133552632,12.67039474,,,,2.971052632
2016/02/17,3080,7.424342105,3.011842105,12.54078947,,,,2.969736842
2016/02/18,3180,7.317105263,2.894736842,12.42894737,,,,2.972368421
2016/02/19,3300,7.216447368,2.798684211,12.31578947,,,,2.980263158
2016/02/20,3300,7.105263158,2.696710526,12.19210526,,,,2.975657895
2016/02/21,3300,6.977631579,2.576973684,12.04868421,,,,2.975657895
2016/02/22,3150,6.872368421,2.466447368,11.94736842,,,,2.857236842
2016/02/23,3150,6.760526316,2.350657895,11.83684211,,,,2.841447368
2016/02/24,3110,6.619736842,2.214473684,11.68881579,,,,2.855263158
2016/02/25,3110,6.490131579,2.076315789,11.55394737,,,,2.857894737
2016/02/26,3070,6.379605263,1.969736842,11.42236842,,,,2.865789474
2016/02/27,3070,6.282236842,1.893421053,11.30723684,,,,2.876315789
2016/02/28,3070,6.176315789,1.796710526,11.20197368,,,,2.914473684
2016/02/29,2910,6.040789474,1.657236842,11.06315789,,,,2.836842105
2016/03/01,2910,5.911842105,1.513815789,10.94210526,,,,2.574342105
2016/03/02,2860,5.828947368,1.428947368,10.86710526,,,,2.571052632
2016/03/03,2860,5.759210526,1.352631579,10.80460526,,,,2.574342105
2016/03/04,2910,5.713815789,1.311842105,10.74144737,,,,2.655263158
2016/03/05,2910,5.682894737,1.293421053,10.68355263,,,,2.845394737
2016/03/06,2910,5.641447368,1.263815789,10.61973684,,,,2.873684211
2016/03/07,2950,5.588157895,1.216447368,10.55592105,,,,2.873684211
2016/03/08,2900,5.513157895,1.150657895,10.45855263,,,,2.914473684
2016/03/09,3140,5.428947368,1.086184211,10.37236842,,,,2.955921053
2016/03/10,3100,5.347368421,1.025657895,10.27368421,,,,2.932236842
2016/03/11,3050,5.267763158,0.943421053,10.20065789,,,,2.916447368
2016/03/12,3050,5.196052632,0.854605263,10.13618421,,,,2.909868421
2016/03/13,3050,5.130263158,0.811184211,10.04868421,,,,2.918421053
2016/03/14,2960,5.055921053,0.746710526,9.960526316,,,,2.921052632
2016/03/15,2900,4.990789474,0.666447368,9.892105263,,,,2.921052632
2016/03/16,2800,4.944078947,0.617105263,9.844736842,,,,2.921052632
2016/03/17,2740,4.905263158,0.555921053,9.801973684,,,,2.928947368
2016/03/18,2740,4.871710526,0.542763158,9.7375,,,,3.006578947
2016/03/19,2740,4.832236842,0.507894737,9.692105263,,,,2.994078947
2016/03/20,2740,4.775,0.455263158,9.623684211,,,,2.994078947
2016/03/21,2560,4.721052632,0.392763158,9.568421053,,,,2.982236842
2016/03/22,2540,4.674342105,0.326315789,9.536842105,,,,2.960526316
2016/03/23,2500,4.620394737,0.272368421,9.481578947,,,,2.973684211
2016/03/24,2460,4.555263158,0.207236842,9.413815789,,,,2.9625
2016/03/25,2500,4.496710526,0.153289474,9.348026316,,,,2.966447368
2016/03/26,2500,4.439473684,0.096052632,9.295394737,,,,2.959868421
2016/03/27,2500,4.396052632,0.032894737,9.269736842,,,,2.861842105
2016/03/28,2460,4.382236842,-0.001973684,9.271052632,,,,2.861842105
2016/03/29,2380,4.388815789,-0.006578947,9.278289474,,,,2.857894737
2016/03/30,2300,4.418421053,0.010526316,9.325,,,,2.857236842
2016/03/31,2300,4.455921053,0.034868421,9.371710526,,,,2.858552632
2016/04/01,2300,4.496052632,0.055263158,9.445394737,,,,2.854605263
2016/04/02,2300,4.521052632,0.0625,9.478289474,,,,2.85
2016/04/03,2300,4.528947368,0.089473684,9.454605263,,,,2.917105263
2016/04/04,2450,4.530921053,0.114473684,9.423026316,,,,2.934868421
2016/04/05,2390,4.524342105,0.101973684,9.414473684,,,,2.934210526
2016/04/06,2390,4.519078947,0.085526316,9.425657895,,,,3.011184211
2016/04/07,2440,4.513815789,0.067763158,9.445394737,,,,2.960526316
2016/04/08,2320,4.513157895,0.036842105,9.482894737,,,,2.871710526
2016/04/09,2320,4.526315789,0.019736842,9.526315789,,,,2.85
2016/04/10,2320,4.541447368,0.022368421,9.565789474,,,,2.851315789
2016/04/11,2390,4.536184211,0.021710526,9.557894737,,,,2.803947368
2016/04/12,2430,4.529605263,0.001315789,9.564473684,,,,2.801973684
2016/04/13,2430,4.542105263,0.000657895,9.591447368,,,,2.728947368
2016/04/14,2430,4.547368421,-0.015789474,9.624342105,,,,2.697368421
2016/04/15,2430,4.548684211,-0.036184211,9.644736842,,,,2.696052632
2016/04/16,2430,4.559868421,-0.044078947,9.673684211,,,,2.834210526
2016/04/17,2430,4.550657895,-0.059868421,9.674342105,,,,2.888815789
2016/04/18,2430,4.557894737,-0.068421053,9.703947368,,,,2.840131579
2016/04/19,2430,4.571052632,-0.078289474,9.748026316,,,,2.832894737
2016/04/20,2430,4.588815789,-0.082894737,9.775657895,,,,2.839473684
2016/04/21,2430,4.615789474,-0.051315789,9.798684211,,,,3.019736842
2016/04/22,2430,4.650657895,-0.028289474,9.853289474,,,,2.966447368
2016/04/23,2430,4.676973684,-0.017763158,9.901973684,,,,2.931578947
2016/04/24,2430,4.713815789,-0.010526316,9.970394737,,,,2.902631579
2016/04/25,2340,4.780263158,0.013157895,10.08223684,,,,2.847368421
2016/04/26,2090,4.883552632,0.076973684,10.21907895,,,,2.836842105
2016/04/27,2090,4.955921053,0.159868421,10.29013158,,,,3.028947368
2016/04/28,2090,5.022368421,0.220394737,10.36513158,,,,3.051973684
2016/04/29,2170,5.080263158,0.263815789,10.43684211,,,,3.044736842
2016/04/30,2170,5.144078947,0.309210526,10.5125,,,,3.044078947
2016/05/01,2170,5.228947368,0.382236842,10.59868421,,,,3.044078947
2016/05/02,2350,5.301973684,0.439473684,10.68815789,,,,3.064473684
2016/05/03,2520,5.380921053,0.517105263,10.77434211,,,,3.243421053
2016/05/04,2370,5.472368421,0.592763158,10.88092105,,,,3.241447368
2016/05/05,2370,5.554605263,0.640789474,10.99210526,,,,3.259210526
2016/05/06,2370,5.649342105,0.734210526,11.08355263,,,,3.276315789
2016/05/07,2370,5.735526316,0.822368421,11.17039474,,,,3.272368421
2016/05/08,2370,5.817763158,0.880263158,11.25921053,,,,3.267763158
2016/05/09,2370,5.891447368,0.968421053,11.32171053,,,,3.271052632
2016/05/10,2420,5.923684211,1.002631579,11.36118421,,,,3.296052632
2016/05/11,2420,5.976315789,1.049342105,11.43223684,,,,3.270394737
2016/05/12,2470,6.054605263,1.110526316,11.52302632,,,,3.268421053
2016/05/13,2420,6.118421053,1.168421053,11.58552632,,,,3.269736842
2016/05/14,2420,6.183552632,1.209210526,11.68289474,,,,3.244078947
2016/05/15,2420,6.253947368,1.255921053,11.77434211,,,,3.313815789
2016/05/16,2430,6.340789474,1.330921053,11.87828947,,,,3.332894737
2016/05/17,2290,6.469078947,1.416447368,12.04210526,,,,3.315789474
2016/05/18,2210,6.603289474,1.527631579,12.20197368,,,,3.315789474
2016/05/19,2340,6.723684211,1.627631579,12.33355263,,,,3.315789474
2016/05/20,2240,6.838157895,1.719078947,12.47565789,,,,3.301973684
2016/05/21,2240,6.939473684,1.794736842,12.59605263,,,,3.290131579
2016/05/22,2240,7.041447368,1.881578947,12.71184211,,,,3.288815789
2016/05/23,2220,7.132894737,1.9375,12.83223684,,,,3.282894737
2016/05/24,2220,7.221052632,2.027631579,12.9125,,,,3.414473684
2016/05/25,2220,7.336184211,2.131578947,13.04078947,,,,3.411842105
2016/05/26,2300,7.442763158,2.240789474,13.14539474,,,,3.409868421
2016/05/27,2170,7.585526316,2.376973684,13.29736842,,,,3.406578947
2016/05/28,2170,7.734868421,2.521052632,13.45723684,,,,3.419078947
2016/05/29,2170,7.872368421,2.663815789,13.59539474,,,,3.429605263
2016/05/30,2110,8.003947368,2.790131579,13.73157895,,,,3.419078947
2016/05/31,2210,8.129605263,2.9,13.87236842,1750,,,3.413815789
2016/06/01,2230,8.253947368,3.026973684,13.99605263,1750,,,3.413815789
2016/06/02,2130,8.350657895,3.108552632,14.09736842,1750,,,3.415789474
2016/06/03,2130,8.451973684,3.193421053,14.19605263,1750,,,3.416447368
2016/06/04,2130,8.541447368,3.295394737,14.27828947,1750,,,3.466447368
2016/06/05,2130,8.671710526,3.405921053,14.42368421,1750,,,3.453289474
2016/06/06,2130,8.792763158,3.539473684,14.53421053,1750,,,3.459210526
2016/06/07,2070,8.926973684,3.671710526,14.67368421,1750,,,3.461842105
2016/06/08,2030,9.066447368,3.813157895,14.81118421,1750,,,3.477631579
2016/06/09,2030,9.205263158,3.951315789,14.95789474,1750,,,3.479605263
2016/06/10,1940,9.342105263,4.082236842,15.10131579,1750,,,3.479605263
2016/06/11,1940,9.498026316,4.233552632,15.25723684,1750,,,3.465131579
